GEO_ID,NAME,GEO_ID_F,NAICS2017,NAICS2017_LABEL,NAICS2017_F,LFO,LFO_LABEL,EMPSZES,EMPSZES_LABEL,YEAR,ESTAB,PAYANN,PAYANN_N,PAYQTR1,PAYQTR1_N,EMP,EMP_N
0500000US48149,"Fayette County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48157,"Fort Bend County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,35,5952,G,2016,G,436,H
0500000US48157,"Fort Bend County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,15,N,N,N,N,N,N
0500000US48157,"Fort Bend County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,9,N,N,N,N,N,N
0500000US48157,"Fort Bend County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,5,N,N,N,N,N,N
0500000US48157,"Fort Bend County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,5,N,N,N,N,N,N
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,67,13111,G,3426,G,689,G
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,31,N,N,N,N,N,N
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,21,N,N,N,N,N,N
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,6,N,N,N,N,N,N
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,6,N,N,N,N,N,N
0500000US48167,"Galveston County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,242,Establishments with 50 to 99 employees,2020,3,N,N,N,N,N,N
0500000US48171,"Gillespie County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,12,2230,H,544,H,101,J
0500000US48171,"Gillespie County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,4,N,N,N,N,N,N
0500000US48171,"Gillespie County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48171,"Gillespie County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,5,N,N,N,N,N,N
0500000US48181,"Grayson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,164,J,34,J,11,J
0500000US48183,"Gregg County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,8,663,G,193,G,60,G
0500000US48183,"Gregg County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48183,"Gregg County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48187,"Guadalupe County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,18,1451,G,459,G,120,H
0500000US48187,"Guadalupe County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,8,N,N,N,N,N,N
0500000US48187,"Guadalupe County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,5,N,N,N,N,N,N
0500000US48187,"Guadalupe County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,4,N,N,N,N,N,N
0500000US48189,"Hale County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,25,H,18,G,8,G
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,508,97180,G,34459,G,7081,G
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,168,N,N,N,N,N,N
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,123,N,N,N,N,N,N
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,108,N,N,N,N,N,N
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,86,N,N,N,N,N,N
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,242,Establishments with 50 to 99 employees,2020,17,N,N,N,N,N,N
0500000US48201,"Harris County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,251,Establishments with 100 to 249 employees,2020,6,N,N,N,N,N,N
0500000US48209,"Hays County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,28,3110,G,1124,G,318,G
0500000US48209,"Hays County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,8,N,N,N,N,N,N
0500000US48209,"Hays County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,8,N,N,N,N,N,N
0500000US48209,"Hays County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,7,N,N,N,N,N,N
0500000US48209,"Hays County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,5,N,N,N,N,N,N
0500000US48215,"Hidalgo County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,44,2777,G,912,G,264,G
0500000US48215,"Hidalgo County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,26,N,N,N,N,N,N
0500000US48215,"Hidalgo County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,8,N,N,N,N,N,N
0500000US48215,"Hidalgo County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,6,N,N,N,N,N,N
0500000US48215,"Hidalgo County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,4,N,N,N,N,N,N
0500000US48223,"Hopkins County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,99,J,52,H,17,G
0500000US48227,"Howard County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,318,H,160,H,27,H
0500000US48231,"Hunt County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,5,280,G,84,G,21,H
0500000US48231,"Hunt County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48245,"Jefferson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,19,3542,G,1365,G,337,G
0500000US48245,"Jefferson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,5,N,N,N,N,N,N
0500000US48245,"Jefferson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,6,N,N,N,N,N,N
0500000US48245,"Jefferson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,4,N,N,N,N,N,N
0500000US48249,"Jim Wells County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,5,124,J,66,J,25,H
0500000US48249,"Jim Wells County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48251,"Johnson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,389,H,120,H,37,J
0500000US48251,"Johnson County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48259,"Kendall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,7,953,H,263,H,41,H
0500000US48259,"Kendall County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,5,N,N,N,N,N,N
0500000US48265,"Kerr County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,5,756,J,202,J,45,J
0500000US48265,"Kerr County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48273,"Kleberg County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,113,G,39,J,21,G
0500000US48273,"Kleberg County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48281,"Lampasas County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,40,G,1,G,4,G
0500000US48281,"Lampasas County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,4,N,N,N,N,N,N
0500000US48291,"Liberty County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,277,J,80,H,18,J
0500000US48299,"Llano County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,5,428,G,117,G,37,G
0500000US48303,"Lubbock County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,37,4987,G,1802,G,550,G
0500000US48303,"Lubbock County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,9,N,N,N,N,N,N
0500000US48303,"Lubbock County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,8,N,N,N,N,N,N
0500000US48303,"Lubbock County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,8,N,N,N,N,N,N
0500000US48303,"Lubbock County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,12,N,N,N,N,N,N
0500000US48309,"McLennan County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,25,2671,G,676,G,172,G
0500000US48309,"McLennan County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,12,N,N,N,N,N,N
0500000US48309,"McLennan County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,8,N,N,N,N,N,N
0500000US48309,"McLennan County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,3,N,N,N,N,N,N
0500000US48321,"Matagorda County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,9,715,G,239,G,55,J
0500000US48321,"Matagorda County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,4,N,N,N,N,N,N
0500000US48321,"Matagorda County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,3,N,N,N,N,N,N
0500000US48329,"Midland County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,19,5700,G,1901,G,370,G
0500000US48329,"Midland County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48329,"Midland County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,4,N,N,N,N,N,N
0500000US48329,"Midland County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,8,N,N,N,N,N,N
0500000US48339,"Montgomery County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,38,6558,G,1893,G,387,G
0500000US48339,"Montgomery County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,15,N,N,N,N,N,N
0500000US48339,"Montgomery County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,10,N,N,N,N,N,N
0500000US48339,"Montgomery County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,7,N,N,N,N,N,N
0500000US48339,"Montgomery County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,6,N,N,N,N,N,N
0500000US48341,"Moore County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,137,J,48,J,20,J
0500000US48347,"Nacogdoches County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,5,508,G,138,H,44,H
0500000US48347,"Nacogdoches County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,3,N,N,N,N,N,N
0500000US48355,"Nueces County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,78,9186,G,3066,G,771,G
0500000US48355,"Nueces County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,23,N,N,N,N,N,N
0500000US48355,"Nueces County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,220,Establishments with 5 to 9 employees,2020,31,N,N,N,N,N,N
0500000US48355,"Nueces County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,13,N,N,N,N,N,N
0500000US48355,"Nueces County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,241,Establishments with 20 to 49 employees,2020,10,N,N,N,N,N,N
0500000US48361,"Orange County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,4,100,G,23,H,9,G
0500000US48361,"Orange County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,210,Establishments with less than 5 employees,2020,3,N,N,N,N,N,N
0500000US48363,"Palo Pinto County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,3,518,H,149,H,34,H
0500000US48367,"Parker County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,7,1097,G,353,G,93,H
0500000US48367,"Parker County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,230,Establishments with 10 to 19 employees,2020,3,N,N,N,N,N,N
0500000US48375,"Potter County, Texas",null,7224,Drinking places (alcoholic beverages),null,1,All establishments,1,All establishments,2020,30,2887,H,891,G,246,G
