T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
State Level Annual Discipline Summary,,,,
,,,,
PEIMS Discipline Data for 2019-2020,,,,
,,,,
AGGREGATION LEVEL,SECTION,HEADING,HEADING NAME,YR20
STATE SUMMARY,L-SPEC. ED. IN SCHOOL SUS.,D15,NON SPEC. ED. IN SCHOOL SUSPEN,645552
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E01,ECO. DISAD. STUDENTS EXPELLED TO JJAEP,1725
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E02,ECO. DISAD. EXPULSION TO JJAEP,1784
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E03,NON ECO. DISAD. EXPULSION TO JJAEP,812
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E05,ECO. DISAD. STUDENTS EXPELLED,2975
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E06,ECO. DISAD. EXPULSIONS,3109
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E07,NON ECO. DISAD. EXPULSIONS,1285
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E09,ECO. DISAD. STUDENTS PLACED IN DAEP,50814
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E10,ECO. DISAD. DAEP PLACEMENTS,58879
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E11,NON ECO. DISAD. DAEP PLACEMENTS,16301
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E13,ECO. DISAD. STUDENTS OUT OF SCHOOL SUS,139550
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E14,ECO. DISAD. OUT OF SCHOOL SUSPEN,244684
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E15,NON ECO. DISAD. OUT OF SCHOOL SUSPEN,51284
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E17,ECO DISAD. STUDENTS SUSPEN IN SCHOOL,289043
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E18,ECO DISAD. IN SCHOOL SUSPENSIONS,620790
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E19,NON ECO DISAD. IN SCHOOL SUSPENSIONS,168825
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F01,AT RISK STUDENTS EXPELLED TO JJAEP,2047
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F02,AT RISK EXPULSION TO JJAEP,2120
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F03,NON AT RISK EXPULSION TO JJAEP,268
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F04,UNKNOWN AT RISK STATUS EXPULS TO JJAEP,208
STATE SUMMARY,S-AT RISK EXPULSIONS,F05,AT RISK STUDENTS EXPELLED,3210
STATE SUMMARY,S-AT RISK EXPULSIONS,F06,AT RISK EXPULSIONS,3356
STATE SUMMARY,S-AT RISK EXPULSIONS,F07,NON AT RISK EXPULSIONS,620
STATE SUMMARY,S-AT RISK EXPULSIONS,F08,UNKNOWN AT RISK STATUS EXPULSIONS,418
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F09,AT RISK STUDENTS PLACED IN DAEP,51895
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F10,AT RISK DAEP PLACEMENTS,60637
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F11,NON AT RISK DAEP PLACEMENTS,11108
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F12,UNKNOWN AT RISK STATUS DAEP PLACEMENTS,3435
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F13,AT RISK STUDENTS OUT OF SCHOOL SUS,129708
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F14,AT RISK OUT OF SCHOOL SUSPEN,230942
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F15,NON AT RISK OUT OF SCHOOL SUSPEN,56212
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F16,UNKNOWN AT RISK STATUS OUT OF SCH SUS,8814
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F17,AT RISK STUDENTS SUSPEN IN SCHOOL,266739
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F18,AT RISK IN SCHOOL SUSPENSIONS,588267
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F19,NON AT RISK IN SCHOOL SUSPENSIONS,189154
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F20,UNKNOWN AT RISK STATUS IN SCH SUS.,12194
STATE SUMMARY,W-REASON INCIDENT COUNTS,G01,01-PERMANENT REMOVAL BY TEACHER,436
STATE SUMMARY,W-REASON INCIDENT COUNTS,G02,02-CONDUCT PUNISHABLE AS A FELONY,881
STATE SUMMARY,W-REASON INCIDENT COUNTS,G04,04-CONTROLLED SUBSTANCE/DRUGS,21269
STATE SUMMARY,W-REASON INCIDENT COUNTS,G05,05-ALCOHOL VIOLATION,2172
STATE SUMMARY,W-REASON INCIDENT COUNTS,G06,06-ABUSE OF A VOLATILE CHEMICAL,42
STATE SUMMARY,W-REASON INCIDENT COUNTS,G07,07-PUBLIC LEWDNESS/INDCT EXPOSURE,1162
STATE SUMMARY,W-REASON INCIDENT COUNTS,G08,08-RETALIATION AGAINST DIST EMPL,276
STATE SUMMARY,W-REASON INCIDENT COUNTS,G09,09-TITLE 5 FELONY - OFF CAMPUS,1090
STATE SUMMARY,W-REASON INCIDENT COUNTS,G10,10-NON-TITLE 5 FELONY-OFF CAMPUS,411
STATE SUMMARY,W-REASON INCIDENT COUNTS,G11,11-FIREARM OR HANDGUN VIOLATION,194
STATE SUMMARY,W-REASON INCIDENT COUNTS,G12,12-UNLWFL CRY LOC RSTRICTED KNIFE,121
STATE SUMMARY,W-REASON INCIDENT COUNTS,G13,13-UNLAWFUL CARRYING OF A CLUB,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G14,14-OFFENSE RELATG TO PROHB WEAPON,128
STATE SUMMARY,W-REASON INCIDENT COUNTS,G16,16-ARSON,70
STATE SUMMARY,W-REASON INCIDENT COUNTS,G18,18-INDECENCY WITH A CHILD,73
STATE SUMMARY,W-REASON INCIDENT COUNTS,G19,19-AGGRAVATED KIDNAPPING,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G21,21-VIOLATED LOCAL CODE OF CONDUCT,858894
STATE SUMMARY,W-REASON INCIDENT COUNTS,G22,22-CRIMINAL MISCHIEF,506
STATE SUMMARY,W-REASON INCIDENT COUNTS,G23,23-EMERGENCY PLACEMENT/EXPULSION,96
STATE SUMMARY,W-REASON INCIDENT COUNTS,G26,26-TERRORISTIC THREAT,2539
STATE SUMMARY,W-REASON INCIDENT COUNTS,G27,27-ASSAULT-DISTRICT EMPLOYEE,1876
STATE SUMMARY,W-REASON INCIDENT COUNTS,G28,28-ASSAULT-NONDISTRICT EMPLOYEE,5398
STATE SUMMARY,W-REASON INCIDENT COUNTS,G29,29-AGG ASSAULT-DISTRICT EMPLOYEE,69
STATE SUMMARY,W-REASON INCIDENT COUNTS,G30,30-AGG ASSAULT-NONDIST EMPLOYEE,158
STATE SUMMARY,W-REASON INCIDENT COUNTS,G31,31-SEXUAL ASSAULT-DIST EMPLOYEE,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G32,32-SEXUAL ASSAULT-NONDIST EMPLOYE,59
STATE SUMMARY,W-REASON INCIDENT COUNTS,G35,35-FALSE ALARM/FALSE REPORT,468
STATE SUMMARY,W-REASON INCIDENT COUNTS,G36,36-FELONY CONTROLLED SUBS VIOLAT,1764
STATE SUMMARY,W-REASON INCIDENT COUNTS,G37,37-FELONY ALCOHOL VIOLATION,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G41,41-FIGHTING/MUTUAL COMBAT,35540
STATE SUMMARY,W-REASON INCIDENT COUNTS,G46,46-AGGRAVATED ROBBERY,69
STATE SUMMARY,W-REASON INCIDENT COUNTS,G47,47-MANSLAUGHTER,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G49,49-ENGAGES IN DEADLY CONDUCT,13
STATE SUMMARY,W-REASON INCIDENT COUNTS,G55,55-STDNT RGSTR SEX OFF-COURT SUPV,12
STATE SUMMARY,W-REASON INCIDENT COUNTS,G56,56-STDNT REG SEX OFF-NO COURT SUP,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G58,58-BREACH OF COMPUTER SECURITY,48
STATE SUMMARY,W-REASON INCIDENT COUNTS,G59,59-SERIOUS MISBEHAV WHILE IN DAEP,924
STATE SUMMARY,W-REASON INCIDENT COUNTS,G60,60-HARSMNT LEA EMP UNDR TX PNL CD,272
STATE SUMMARY,W-REASON INCIDENT COUNTS,G61,61-BULLYING TEC 37.0052(B),1301
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H01,01-EXPULSION W/O EDUCTN PLACEMENT,870
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H02,02-EXPULSION TO A JJAEP,1856
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H03,03-EXPULSION TO ON CAMPUS DAEP,317
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H04,04-EXPULSION TO OFF CAMPUS DAEP,482
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H05,05-OUT-OF-SCHOOL SUSPENSION,263326
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H06,06-IN-SCHOOL SUSPENSION,677674
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H07,07-PLACEMENT IN ON/OFF CAMP DAEP,67190
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H08,08-CONT OTHER DIST DAEP PLACEMENT,1446
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H09,09-CONT OTHER DISTRICT EXPULSION,36
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H10,10-CONT DISTRICT PRIOR YEAR DAEP,5618
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H11,11-CONT DIST PRIOR YEAR EXPULSION,181
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H12,12-CONT PRIOR YR JJAEP EXPULSION,568
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H13,13-COURT ORDERED JJAEP PLACEMENT,123
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H14,14-COURT ORDERED DAEP PLACEMENT,60
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H15,15-CONT OTHER DIST EXPUL TO JJAEP,37
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H25,25-PART DAY OUT-OF-SCHOOL SUSPEND,32642
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H26,26-PART DAY IN-SCHOOL SUSPEND,111941
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H27,27-MAND ACTION NOT TAKEN-SPECL ED,522
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H28,28-MANDATORY ACTION NOT TAKEN,2347
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H50,50-SPED HEARING W/O EDUC PLCMNT,34
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H51,51-SPED HEARING EXPULS TO A JJAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H52,52-SPED HEARING EXPL ON/CAMP DAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H53,53-SPED HRNG EXPULS OFF/CAMP DAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H54,54-SPED HRNG PLCT ON/OFF CMP DAEP,38
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H55,55-SPED HRNG OTH DIST DAEP PLCMNT,11
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H57,57-SPED HRNG CONT PRIOR YR DAEP,14
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H58,58-SPED HRNG CONT PRIOR YR EXPULS,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H60,60-SPED HRNG PLACEMENT TO A JJAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H61,61-SPED HRNG CONT OTH EXPUL JJAEP,-999
,,,,
-999 indicates counts or percentages are not available (i.e. masked) to comply with Family Educational Rights and Privacy Act (FERPA).,,,,
,,,,
Masked numbers are typically small although larger numbers may be masked to prevent imputation.,,,,
