T E X A S  E D U C A T I O N  A G E N C Y,,,,
,,,,
State Level Annual Discipline Summary,,,,
,,,,
PEIMS Discipline Data for 2020-2021,,,,
,,,,
AGGREGATION LEVEL,SECTION,HEADING,HEADING NAME,YR21
STATE SUMMARY,D-EXPULSION ACTIONS,C13,TWO OR MORE RACES,55
STATE SUMMARY,D-EXPULSION ACTIONS,C14,WHITE,509
STATE SUMMARY,E-DAEP PLACEMENTS,C15,AMERICAN INDIAN OR ALASKA NAT,140
STATE SUMMARY,E-DAEP PLACEMENTS,C16,ASIAN,232
STATE SUMMARY,E-DAEP PLACEMENTS,C17,BLACK OR AFRICAN AMERICAN,7383
STATE SUMMARY,E-DAEP PLACEMENTS,C18,HISPANIC/LATINO,17276
STATE SUMMARY,E-DAEP PLACEMENTS,C19,NATIVE HAWAIIAN/OTHER PACIFIC,60
STATE SUMMARY,E-DAEP PLACEMENTS,C20,TWO OR MORE RACES,1187
STATE SUMMARY,E-DAEP PLACEMENTS,C21,WHITE,11327
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C22,AMERICAN INDIAN OR ALASKA NAT,379
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C23,ASIAN,745
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C24,BLACK OR AFRICAN AMERICAN,32550
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C25,HISPANIC/LATINO,48572
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C26,NATIVE HAWAIIAN/OTHER PACIFIC,163
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C27,TWO OR MORE RACES,3855
STATE SUMMARY,F-OUT OF SCHOOL SUSPENSIONS,C28,WHITE,28335
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C29,AMERICAN INDIAN OR ALASKA NAT,1451
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C30,ASIAN,2711
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C31,BLACK OR AFRICAN AMERICAN,88241
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C32,HISPANIC/LATINO,162230
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C33,NATIVE HAWAIIAN/OTHER PACIFIC,671
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C34,TWO OR MORE RACES,14511
STATE SUMMARY,G-IN SCHOOL SUSPENSIONS,C35,WHITE,125644
STATE SUMMARY,H-SPEC. ED. JJAEP EXPULSIONS,D01,SPEC. ED. STUDENTS EXPELLED TO JJAEP,216
STATE SUMMARY,H-SPEC. ED. JJAEP EXPULSIONS,D02,SPEC. ED. EXPULSIONS TO JJAEP,222
STATE SUMMARY,H-SPEC. ED. JJAEP EXPULSIONS,D03,NON SPEC. ED. EXPULSIONS TO JJAEP,987
STATE SUMMARY,I-SPEC. ED. EXPULSIONS,D04,SPEC. ED. STUDENTS EXPELLED,372
STATE SUMMARY,I-SPEC. ED. EXPULSIONS,D05,SPEC. ED. EXPULSIONS,382
STATE SUMMARY,I-SPEC. ED. EXPULSIONS,D06,NON SPEC. ED. EXPULSIONS,1775
STATE SUMMARY,J-SPEC. ED. DAEP PLACEMENTS,D07,SPEC. ED. STUDENTS IN DAEP PLACEMENT,6376
STATE SUMMARY,J-SPEC. ED. DAEP PLACEMENTS,D08,SPEC. ED. DAEP PLACEMENTS,7375
STATE SUMMARY,J-SPEC. ED. DAEP PLACEMENTS,D09,NON SPEC. ED. DAEP PLACEMENTS,30230
STATE SUMMARY,K-SPEC. ED. OUT OF SCHOOL SUS.,D10,SPEC. ED. STUDENTS OUT OF SCHOOL SUS.,17519
STATE SUMMARY,K-SPEC. ED. OUT OF SCHOOL SUS.,D11,SPEC. ED. OUT OF SCHOOL SUSPEN,28822
STATE SUMMARY,K-SPEC. ED. OUT OF SCHOOL SUS.,D12,NON SPEC. ED. OUT OF SCHOOL SUSPEN,85777
STATE SUMMARY,L-SPEC. ED. IN SCHOOL SUS.,D13,SPEC. ED. STUDENTS IN SCHOOL SUSPEN,39048
STATE SUMMARY,L-SPEC. ED. IN SCHOOL SUS.,D14,SPEC. ED. IN SCHOOL SUSPEN,81189
STATE SUMMARY,L-SPEC. ED. IN SCHOOL SUS.,D15,NON SPEC. ED. IN SCHOOL SUSPEN,314270
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E01,ECO. DISAD. STUDENTS EXPELLED TO JJAEP,837
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E02,ECO. DISAD. EXPULSION TO JJAEP,855
STATE SUMMARY,M-ECO. DISADV. JJAEP PLACEMENTS,E03,NON ECO. DISAD. EXPULSION TO JJAEP,354
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E05,ECO. DISAD. STUDENTS EXPELLED,1481
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E06,ECO. DISAD. EXPULSIONS,1522
STATE SUMMARY,N-ECO. DISADV. EXPULSIONS,E07,NON ECO. DISAD. EXPULSIONS,635
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E09,ECO. DISAD. STUDENTS PLACED IN DAEP,24496
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E10,ECO. DISAD. DAEP PLACEMENTS,27803
STATE SUMMARY,O-ECO. DISADV. DAEP PLACEMENTS,E11,NON ECO. DISAD. DAEP PLACEMENTS,9802
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E13,ECO. DISAD. STUDENTS OUT OF SCHOOL SUS,58253
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E14,ECO. DISAD. OUT OF SCHOOL SUSPEN,88294
STATE SUMMARY,P-ECO. DISADV. OUT OF SCHOOL SUS.,E15,NON ECO. DISAD. OUT OF SCHOOL SUSPEN,26305
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E17,ECO DISAD. STUDENTS SUSPEN IN SCHOOL,147200
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E18,ECO DISAD. IN SCHOOL SUSPENSIONS,289142
STATE SUMMARY,Q-ECO. DISADV. IN SCHOOL SUS.,E19,NON ECO DISAD. IN SCHOOL SUSPENSIONS,106317
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F01,AT RISK STUDENTS EXPELLED TO JJAEP,941
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F02,AT RISK EXPULSION TO JJAEP,961
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F03,NON AT RISK EXPULSION TO JJAEP,168
STATE SUMMARY,R-AT RISK JJAEP PLACEMENTS,F04,UNKNOWN AT RISK STATUS EXPULS TO JJAEP,80
STATE SUMMARY,S-AT RISK EXPULSIONS,F05,AT RISK STUDENTS EXPELLED,1565
STATE SUMMARY,S-AT RISK EXPULSIONS,F06,AT RISK EXPULSIONS,1614
STATE SUMMARY,S-AT RISK EXPULSIONS,F07,NON AT RISK EXPULSIONS,395
STATE SUMMARY,S-AT RISK EXPULSIONS,F08,UNKNOWN AT RISK STATUS EXPULSIONS,148
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F09,AT RISK STUDENTS PLACED IN DAEP,24046
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F10,AT RISK DAEP PLACEMENTS,27568
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F11,NON AT RISK DAEP PLACEMENTS,8729
STATE SUMMARY,T-AT RISK DAEP PLACEMENTS,F12,UNKNOWN AT RISK STATUS DAEP PLACEMENTS,1308
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F13,AT RISK STUDENTS OUT OF SCHOOL SUS,52053
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F14,AT RISK OUT OF SCHOOL SUSPEN,79982
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F15,NON AT RISK OUT OF SCHOOL SUSPEN,31613
STATE SUMMARY,U-AT RISK OUT OF SCHOOL SUS.,F16,UNKNOWN AT RISK STATUS OUT OF SCH SUS,3004
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F17,AT RISK STUDENTS SUSPEN IN SCHOOL,130105
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F18,AT RISK IN SCHOOL SUSPENSIONS,261026
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F19,NON AT RISK IN SCHOOL SUSPENSIONS,127810
STATE SUMMARY,V-AT RISK IN SCHOOL SUS.,F20,UNKNOWN AT RISK STATUS IN SCH SUS.,6623
STATE SUMMARY,W-REASON INCIDENT COUNTS,G01,01-PERMANENT REMOVAL BY TEACHER,182
STATE SUMMARY,W-REASON INCIDENT COUNTS,G02,02-CONDUCT PUNISHABLE AS A FELONY,510
STATE SUMMARY,W-REASON INCIDENT COUNTS,G04,04-CONTROLLED SUBSTANCE/DRUGS,9371
STATE SUMMARY,W-REASON INCIDENT COUNTS,G05,05-ALCOHOL VIOLATION,1074
STATE SUMMARY,W-REASON INCIDENT COUNTS,G06,06-ABUSE OF A VOLATILE CHEMICAL,18
STATE SUMMARY,W-REASON INCIDENT COUNTS,G07,07-PUBLIC LEWDNESS/INDCT EXPOSURE,765
STATE SUMMARY,W-REASON INCIDENT COUNTS,G08,08-RETALIATION AGAINST DIST EMPL,76
STATE SUMMARY,W-REASON INCIDENT COUNTS,G09,09-TITLE 5 FELONY - OFF CAMPUS,981
STATE SUMMARY,W-REASON INCIDENT COUNTS,G10,10-NON-TITLE 5 FELONY-OFF CAMPUS,301
STATE SUMMARY,W-REASON INCIDENT COUNTS,G11,11-FIREARM OR HANDGUN VIOLATION,141
STATE SUMMARY,W-REASON INCIDENT COUNTS,G12,12-UNLWFL CRY LOC RSTRICTED KNIFE,82
STATE SUMMARY,W-REASON INCIDENT COUNTS,G14,14-OFFENSE RELATG TO PROHB WEAPON,74
STATE SUMMARY,W-REASON INCIDENT COUNTS,G16,16-ARSON,40
STATE SUMMARY,W-REASON INCIDENT COUNTS,G18,18-INDECENCY WITH A CHILD,31
STATE SUMMARY,W-REASON INCIDENT COUNTS,G21,21-VIOLATED LOCAL CODE OF CONDUCT,410191
STATE SUMMARY,W-REASON INCIDENT COUNTS,G22,22-CRIMINAL MISCHIEF,327
STATE SUMMARY,W-REASON INCIDENT COUNTS,G23,23-EMERGENCY PLACEMENT/EXPULSION,32
STATE SUMMARY,W-REASON INCIDENT COUNTS,G26,26-TERRORISTIC THREAT,1109
STATE SUMMARY,W-REASON INCIDENT COUNTS,G27,27-ASSAULT-DISTRICT EMPLOYEE,727
STATE SUMMARY,W-REASON INCIDENT COUNTS,G28,28-ASSAULT-NONDISTRICT EMPLOYEE,2190
STATE SUMMARY,W-REASON INCIDENT COUNTS,G29,29-AGG ASSAULT-DISTRICT EMPLOYEE,22
STATE SUMMARY,W-REASON INCIDENT COUNTS,G30,30-AGG ASSAULT-NONDIST EMPLOYEE,99
STATE SUMMARY,W-REASON INCIDENT COUNTS,G31,31-SEXUAL ASSAULT-DIST EMPLOYEE,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G32,32-SEXUAL ASSAULT-NONDIST EMPLOYE,47
STATE SUMMARY,W-REASON INCIDENT COUNTS,G35,35-FALSE ALARM/FALSE REPORT,182
STATE SUMMARY,W-REASON INCIDENT COUNTS,G36,36-FELONY CONTROLLED SUBS VIOLAT,983
STATE SUMMARY,W-REASON INCIDENT COUNTS,G41,41-FIGHTING/MUTUAL COMBAT,15184
STATE SUMMARY,W-REASON INCIDENT COUNTS,G46,46-AGGRAVATED ROBBERY,57
STATE SUMMARY,W-REASON INCIDENT COUNTS,G47,47-MANSLAUGHTER,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G48,48-CRIMINALLY NEGLIGENT HOMICIDE,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G49,49-ENGAGES IN DEADLY CONDUCT,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G55,55-STDNT RGSTR SEX OFF-COURT SUPV,14
STATE SUMMARY,W-REASON INCIDENT COUNTS,G56,56-STDNT REG SEX OFF-NO COURT SUP,-999
STATE SUMMARY,W-REASON INCIDENT COUNTS,G58,58-BREACH OF COMPUTER SECURITY,89
STATE SUMMARY,W-REASON INCIDENT COUNTS,G59,59-SERIOUS MISBEHAV WHILE IN DAEP,249
STATE SUMMARY,W-REASON INCIDENT COUNTS,G60,60-HARSMNT LEA EMP UNDR TX PNL CD,131
STATE SUMMARY,W-REASON INCIDENT COUNTS,G61,61-BULLYING  TEC 37.0052(B),823
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H01,01-EXPL W/O PLC IN ANTHR EDU STNG,326
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H02,02-EXPULSION W/PLCEMNT IN A JJAEP,817
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H03,03-EXPUL W/PLCE IN ON-CAMPUS DAEP,248
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H04,04-EXPUL W/PLCMN IN OFF-CAMP DAEP,380
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H05,05-OUT-OF-SCHOOL SUSPENSION,100456
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H06,06-IN-SCHOOL SUSPENSION,349820
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H07,07-PLCEMENT IN ON/OFF CAMPUS DAEP,34894
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H08,08-CONT OTHER DIST DAEP PLACEMENT,532
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H09,09-CONT OTHER DISTRICT EXPULSION,20
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H10,10-CONT DISTRICT PRIOR YEAR DAEP,1441
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H11,11-CONT DIST PRIOR YEAR EXPULSION,56
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H12,12-CONT PRIOR YR JJAEP EXPULSION,281
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H13,13-COURT ORDERED JJAEP PLACEMENT,93
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H14,14-PLCMNT IN A DAEP BY COURT ORDR,52
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H15,15-CONT OTHER DIST EXPUL TO JJAEP,12
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H25,25-PART DAY OUT-OF-SCHOOL SUSPEND,14143
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H26,26-PART DAY IN-SCHOOL SUSPEND,45639
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H27,27-MANDATORY ACTION NOT TAKEN-STUD DISABILITY,325
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H28,28-MANDATORY ACTION NOT TAKEN-TEC34.001(a)(4),822
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H50,50-SPED HEARING W/O EDUC PLCMNT,10
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H51,51-SPED HEARING EXPULS TO A JJAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H52,52-SPED HEARING EXPL ON/CAMP DAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H53,53-SPED HRNG EXPULS OFF/CAMP DAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H54,54-PLACEMENT IN  ON/OFF CAMP DAEP,44
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H55,55-CONT OF OTHER DIST DAEP PLCMNT,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H57,57-SPED HRNG CONT PRIOR YR DAEP,-999
STATE SUMMARY,X-DISCIPLINE ACTION COUNTS,H60,60-SPED HRNG PLACEMENT TO A JJAEP,-999
,,,,
-999 indicates counts or percentages are not available (i.e. masked) to comply with Family Educational Rights and Privacy Act (FERPA).,,,,
,,,,
Masked numbers are typically small although larger numbers may be masked to prevent imputation.,,,,
